,,EU Führerschein Klasse B min. 2 Jahre21 Jahre alt Persönliche Zuverlässigkeit nachweisen (ärztliche Untersuchung/Punkteregister/Strafregister),,,,,,
,,,,5 Jahre.Verlängerung muss 3 Monate vor Ablauf beantragt werden,,,,
,,,,,Nein. (wurde seit 14/08/2017 abgeschafft),,,
,,,,Das Personenbeförderungsrecht regelt die entgeltliche bzw. gewerbliche Personenbeförderung in Kraftfahrzeugen Straßenbahnen Oberleitungsbussen. Geltungsbereich: bundesweit,,,,
,,SchülertransporteBehindertentransporteKindergartenfahrten,,,,,,
,,,,,Wenn das Gesamtgeld die Betriebskosten der Fahrt nicht übersteigt. Mit Krankenkraftwagen wem damit verletzte oder sonstige hilfsbedürftige Personen befördert werden die während der Fahrt fachlicher Betreuung bedürfen,,,
,,,,,,,Unterscheidung der Beförderungsarten (Linien-Gelegenheitsverkehr)Unterscheidung der Verkehrsmittel Antrags- & Genehmigungsverfahren Einwirkungsmöglichkeiten der Genehmigungsbehörde Rechte und Pflichten des Unternehmers,
,,,,Verkehr mit Mietwagen ist die Beförderung von Personen mit Personenkraftwagen die im Ganzen gemietet werden.Der Fahrgast bestimmt Zweck Ziel und Ablauf der Fahrt. Aufträge müssen am Betriebssitz eingehen. Mietwagen hat Rückkehrpflicht und Aufzeichnungspflicht (Wegstreckenzähler),,,,
,,,Verkehr mit Taxen ist die Beförderung von Personen mit PKW die der Unternehmer an behördlich zugelassenen Stellen bereithält und mit denen er Fahrten zu einem vom Fahrgast bestimmten Ziel ausführt.Der Unternehmer kann Beförderungsaufträge auch während einer Fahrt oder am Betriebssitz entgegennehmen,,,,,
,,Beförderung von Personen mit Straßenbahn Oberleitungsbussen und Kfz im Linienverkehr um die Verkehrsnachfrage im Stadt- der Regionalverkehr zu befriedigen.Taxen sind öffentliche Verkehrsmittel weil sie die o.g. Verkehrsarten ersetzen oder ergänzen.,,,,,,
,,,,,Dein entgeltliche und geschäftsmäßige Beförderung von Personen in Fahrzeugen die nicht im Linienverkehr fahren wo der Fahrgast Anfangs- und Endpunkt sowie Zwischenhaltestellen selbst bestimmt z.B. Taxen Mietwagen Ausflugsfahrten & Mietomnibussen,,,
,,,,Der Linienverkehr hat bestimmte Anfangs- und Endpunkte wo der Fahrgast an festgelegten Haltestellen ein- und aussteigen kann. Bsp.: BVG,,,,
,,,,,,Nein,,
,,,Ja aber nur in Gemeinden bis zu 50.000 Einwohnern und sofern die Behörde keine Einwände hat. (Mischkonzession),,,,,
,,,,,Straßenfahrzeuge die durch eigene Maschinenkraft bewegt werden ohne an Schienen oder Fahrleitung gebunden zu sein,,,
,,,,Pkw sind Kfz die nach ihrer Bauart und Ausstattung zur Beförderung von nicht mehr als 9 Personen (inkl. Fahrzeugführer) geeignet und bestimmt sind.,,,,
,,,,,,,persönlich zuverlässig seinfinanziell leistungsfähig seinfachlich geeignet seinein Betriebssitz im Inland haben,
,,,,polizeiliches Führungszeugnis Unbedenklichkeitsbescheinigung vom Finanzamt Krankenkasse und Berufsgenossenschaft Zeugnis Fachkundeprüfung,,,,
,,,Durch eine Vermögensübersicht vom Steuerberater oder Hausbank.Für das erste Fahrzeug müssen 2.250€ und für jedes weitere Fahrzeug 1.250€ nachgewiesen werden. (Kontoauszug),,,,,
,,Rechtsgültige Verurteilungen und schwere Verstöße gegen das PBefGdas Arbeitsrecht SozialversicherungsvorschriftenStVZO StVO,,,,,,
,,,,,,Die Behörde prüft ob die Taxidichte den Einsatz eines neuen Unternehmens erlaubt.Dazu wird die wirtschaftliche Lage der anderen Unternehmen berücksichtigt (Geschäftsaufgaben Konkurse usw.) sowie die voraussichtliche Nachfrage. (=Beobachtungszeitraum),,
,,,,,Nachfrage nach Aufträgen TaxidichteAnzahl und Ursache der Geschäftsaufgaben,,,
,,,,Straßenverkerhsbbehörde (Landratsamt oder Stadtverwaltung),,,,
,,,NameWohn- & Betriebssitz vom Unternehmer Verkehrsart Geltungsdauer der Genehmigung Bezeichnung der Aufsichtsbehörde Kennzeichen GenehmigungsnummerHersteller Fahrzeug-ID-Nr.Zahl der Sitzplätze Hinweis auf das PBefG,,,,,
,,,,,Normalerweise 1 aber es können mehr beantragt werden vom Antragsteller.,,,
,,,,,,,2 Jahre für Taxen 5 Jahre für Mietwagen,
,,,,,,Nein. Man muss einen Antrag stellen.,,
,,,,5 Jahre,,,,
,,,,,,,Beförderungspflicht (grundsätzlich jeder ist im Pflichtfahrgebiet zu befördern)Betriebspflicht (Taxi muss eventuell rund um die Uhr eingesetzt werden [min. 180 Tage/Jahr])Tarifpflicht (im Pflichtfahrgebiet ist Taxitarif anzuwenden),
,,,,darf nicht zu Verwechslungen mit Taxen führen AufzeichnungspflichtRückkehrpflichtes dürfen nur Aufträge ausgeführt werden die am Betriebssitz eingegangen sind,,,,
,,,,,,Genehmigung erlischt und muss in der andern Gemeinde/Stadt neu beantragt werden.,,
,,,,Verkauf des Unternehmens Verlegung des BetriebssitzesVerpachtung NeuzulassungÜbertragen der Betriebsführung (Betriebsleiter),,,,
,,,kann verlangen dass der Unternehmer einen Vertreter am Ort des Betriebssitzes einsetzt.,,,,,
,,,,,Der Erbe kann den Betrieb vorläufig weiterführen oder diese Befugnis auf dritte Übertrag.Frist: 3 Monate nach Ablauf der für die Ausschlagung der Erbschaft (6 Wochen) vorgesehene Frist muss Fachkundeprüfung abgelegt sein.,,,
,,Interessenvertretung,,,,,,
,,,,Landesregierung.Diese kann aber auch die Genehmigungsbehörde damit beauftragen.,,,,
,,,,,,Ja! Man muss sich informieren welche bilateralen Abkommen es zwischen beiden Staaten gibt.,,
,,,,,Nein. Personenbeförderung im Ausland ist verboten.,,,
,,,,,,,,Was gilt bei einem Auslandsauftrag für das Funkgerät? Überprüfen ob es im jeweiligen Land betriebsbereit sein darf sonst ist es außer Betrieb zu setzen. (Ausgebaut im Kofferraum)
,,,,,,Unternehmer hat mit folgenden zusätzlichen Kosten zu rechnen:Mautgebühren ÜbernachtungsgebührenErhöhung der Lohnkosten durch Überstunden und Spesen,,
,,,,,Impfpass TollwutimpfungLeine oder BeißkorbMikrochip oder Tätowierungen,,,
,,,,Man muss die gefahrenen km im Inland und im Ausland genau festhalten.Nur der Fahrtanteil im Inland ist Umsatzsteuerpflichtig.,,,,
,,,Reisepass/Ausweis Führerschein Personenbeförderungsschein (PSchein)FahrzeugscheinKonzassionsscheinintern. grüne VersicherungskarteVisumSozialversicherungsausweis,,,,,
,,,,,Taxischild verdecken/abbauen anteilige km im Drittstaat festhalten „D“ im Nummernschild prüfen ob Funkgeräte betriebsbereit bleiben darfgrüne Kfz-Haftpflichtversicherungskarte (keine Pflicht in EU)nach Unfall weiterhin Beförderungspflichtig: entweder eigenes Ersatzfahrzeug oder Vermittlung eines Subunternehmens anbieten,,,
,,Genehmigungsbehörde Berufsgenossenschaft Finanzamt Zoll (Schwarzarbeit)Landesversicherungsanstalt (LVA),,,,,,
,,,,Verordnung über den Betrieb von Kraftfahrunternehmen im Personenverkehr,,,,
,,,,,,gilt bundesweit für alle Unternehmen die gewerblich und entgeltlich Personen befördern.,,
,,,,In der BOKraft befinden sich Vorschriften über den Betrieb die Ausrüstung und Beschaffenheit der Fahrzeuge sowie Sondervorschriften über die Untersuchung der Fahrzeuge.,,,,
,,,muss seinen Fuhrpark im technisch optimalen Zustand halten muss die Gesetze und Vorschriften beachtendarf nur befähigtes Personal einstellen,,,,,
,,,,,,,Nein,
,,,,,rücksichtsvolles und besonnenes Verhalten (höflich/hilfsbereit)keine alkoholischen Getränke/ Fahrtüchtigkeit beeinträchtigenden MittelRauchverbot kein Fernsehempfänger (während der Fahrt)Verbot der Tätigkeit bei bestimmten übertragbaren Krankheiten,,,
,,,,,,,Den kürzesten Weg wenn der Fahrgast nichts anderes bestimmt,
,,,Den verkehrsgünstigen Weg wenn der Fahrgast nichts anderes bestimmt,,,,,
,,,,,Führerschein Führerschein zur Fahrgastbeförderung (FzF/PSchein)FahrzeugscheinKonzessionsauszugPersonalausweis Taxifahrer dazu noch:gestempelte QuittungenStadtplanTTO & TO,,,
,,,Der Unternehmer: hat den Fahrgast mit Gepäck an den Bestimmungsort zu bringen & für die Unversehrtheit des Fahrgastes zu sorgen.Der Fahrgast: hat sich so zu verhalten wie es die Sicherheit & Ordnung des Betriebes & die Rücksicht auf andere Personen erfordern den Anweisungen des Betriebspersonals zu folgen den Beförderungspreis zu entrichten,,,,,
,,,,,,Nein,,
,,Nein,,,,,,
,,,,In der Taxiordnung (TO),,,,
,,,,,,Fahrgast hat freie Wahl?,,
,,,,An behördlich zugelassenen Plätzen in der Betriebssitzgemeinde.,,,,
,,,,,,Genehmigungsbehörde: unverzüglich telefonisch bei der KFZ-Versicherung oder schriftlich innerhalb 1 Woche Berufsgenossenschaft: unverzüglich,,
,,,,Es müssen min. 2 Kindersitze mitgeführt werden. Klasse 0: bis 9kg Gewicht Klasse 1: 9-18kg Klasse 2/3: über 18kg + 150cm Körpergröße,,,,
,,00 Promille,,,,,,
,,,Ja wenn er frei is muss er sogar.,,,,,
,,,Nein,,,,,
,,,,,Ja,,,
,,wenn für die Sicherheit des Auftrags nicht garantiert werden kannberauschter Zustand ekelerregender Zustand ansteckende Krankheiten nach dem BundesseuchengesetzWaffenbesitzFahrten außerhalb des Pflichtfahrgebiet,,,,,,
,,,,Ja wenn der Auftrag am Betriebssitz eingegangen ist und eingetragen wurde.,,,,
,,,,,,beleuchtet: im Pflichtfahrgebiet wenn keine Fahrtaufträge ausgeführt werdennicht beleuchtet: bei der Bereitstellung am Taxistand außerhalb des Pflichtfahrgebiet während der Durchführung eines Fahrtauftrags auch wenn der Fahrer eine Leerfahrt zum Kunden hat,,
,,,Im Mietwagenverkehr wird das Beförderungsentgelt frei vereinbart entweder gesamt oder auf Kilometerbasis. Zur Kontrolle für den Fahrgast muss der Wegstreckenzähler eingebaut sein.,,,,,
,,,,,,Min. 2 Türen auf der rechten Längsseite,,
,,Hell-Elfenbein Farbton RAL 1015,,,,,,
,,,,,Ja. Sie darf nur an den seitlichen Fahrzeugtüren angebracht sein.Politische & religiöse Werbung ist an Taxis unzulässig,,,
,,,,An der rechten unteren Ecke der Heckscheibe. Schwarze Ziffern auf gelbem Grund. Von inne und außen lesbar,,,,
,,,Alle 12 Monate?,,,,,
,,,,,Bei vollständiger Besetzung min 50kg,,,
,,,Taxischild OrdnungsnummerFarbe: hell-elfenbein RAL 1015,,,,,
,,,,,,Taxameter 2 Achsen 4 RäderTaxifarbebeleuchtetes Schild KonzessionsnummerUnternehmensschildAlarmanlagemin. 2 Türen rechts,,
,,,muss vom Fahrersitz einschaltbar und von außen ausschaltbar seinmuss Hupe in Intervallen zum Tönen bringen muss Scheinwerfer und hintere Fahrtrichtungsanzeiger zum blinken bringenzusätzlich stiller Alarm an Taxischild,,,,,
,,,,,,TaxifarbeTaxischild Ordnungsnummer FahrpreisanzeigerWegstreckenzähler Wenn das Fahrzeug als Mietwagen verwendet wird dürfen die Taximerkmale nicht verwendet werden (Taxi- & Ordnungsnummernschild),,
,,,,Der Unternehmer muss vor dem ersten Einsatz des Pkw eine außerordentliche HU nach BOKraft veranlassen & den Untersuchungsbericht unverzüglich der Genehmigungsbehörde vorlegen,,,,
,,,Reifen/Felgen ohne Beschädigung Radmuttern fest und unbeschädigt Ausreichende ProfiltiefeKein Luftdruckverlust,,,,,
,,,,,Akzeptabler Leerweg des Bremspedals Ausreichender Bremsflüssigkeitsstandkein nachgeben des Bremspedals bei mehrmaligem Niedertreten,,,
,,BereitstellungspreisPreis für die Beförderung Preis für Wartezeiten Zuschläge,,,,,,
,,,,Die Landesregierung oder die eingesetzte Genehmigungsbehörde (in Berlin LABO),,,,
,,Einmal im Jahr durch das Eichamt (Mietwagen: alle 2 Jahre),,,,,,
,,,,,,Fahrzeug muss der BOKraft entsprechen.Im Fahrzeug mitzuführen sind: Verbandskasten Kindersitz (2x)bei entsprechenden Witterungsverhältnissen Winterreifen und Schneeketten Abschleppseil/- Stange Schaufel/Spaten Warnweste,,
,,,,Warnweste jaFeuerlöscher nein,,,,
,,Ein vom Unternehmer eingesetzter Angestellter der die Pflichten des Unternehmers wahrzunehmen hat ohne dass der Unternehmer dadurch seiner Verantwortung entlassen wird.,,,,,,
,,,,,,Die Genehmigungsbehörde kann die Bereitstellung eines Betriebsleiters verlangen bei mehr als 10 Fahrzeugen wenn andere betriebliche Umstände (z.B. bei Niederlassungen) dafür sprechen,,
,,,die Feststellung von Personalbedarf die Auswahl des Fahr- & Betriebspersonalsdie Untersuchung von Verfehlungen und sich daraus ergebene Maßnahmen zu ergreifen die Planung und den Bau von Betriebsanlagen zu unterstützen Fahrzeugbeschaffung,,,,,
,,,,,Wenn ein Betriebsleiter bestellt wird muss eine Dienstanweisung erstellt und der Genehmigungsbehörde vorgelegt werden,,,
,,,Verhalten bei Unfällen und Betriebsstörungenunfallverhüdende Maßnahmen/vorsch (UVV)Abholen und Abstellen von Fahrzeugen Arbeitszeiten bestimmte Tankstellen ob Fernfahrten erlaubt sind Verhalten der Fahrer,,,,,
,,,,Beratung Unterstützung Aus- & Weiterbildung der Mitglieder Interessenvertretung gegenüber Behörden,,,,
,,Weiterleitung der Fahraufträge Vorbestellung durch Funk an die Taxen,,,,,,
,,,,,,Der Funk ermöglicht eine schnelle und wirtschaftliche Ausführung von Fahraufträgen. Außerdem hat der Fahrer größere Sicherheit.,,
,,,,Ein Vermittlungsvertrag,,,,
,,Werkvertrag,,,,,,
,,,,,Dienstleistungsvertrag,,,
,,,StraßenverkehrsgesetzStraßenverkehrsordnung (StVO)Straßenverkehrszulassungsordnungen (StVZO)Führerscheinverordnung,,,,,
,,,,,,StVO: regelt das Verhalten der Verkehrsteilnehmer auf der Straße StVZO: regelt die Zulassung von Personen und Fahrzeugen im Straßenverkehr.,,
,,,,,Die Teilnahme am Straßenverkehr erfordert ständige Vorsicht und gegenseitige Rücksicht.Wer am Straßenverkehr teilnimmt hat sich so zu verhalten dass kein andere geschädigt gefährdet oder mehr als nach den Umständen unvermeidbar behindert oder belästigt wird,,,
,,,,Immer mir dem Fehlverhalten anderer rechnen besonders bei Kindern Behinderten und älteren Personen.An Schulen Kindergärten und Altenheimen vorsichtig und aufmerksam fahren. Geschwindigkeitsbegrenzung einhalten.,,,,
,,,Bei besonderen Witterungsverhältnissen wie Schnee Regen Glatteis Nebel Hagel.,,,,,
,,,,,,Personalausweis/Pass des Halters GewerbeanmeldungHU Bescheinigung nach BOKraft Vollmacht des Halters Fahrzeugschein (Zulassungsbescheinigung I)Fahrzeugbrief (Zulassungsbecheinigung II)VersicherungsbestätigungKennzeichenschilder,,
,,,,Vor dem ersten Einsatz als Taxi/MietwagenWenn das Fahrzeug länger als 1 Jahr als Taxi oder Mietwagen außer Betrieb war,,,,
,,Das Fahrzeug wird auf die Bestimmungen der BOKraft überprüft,,,,,,
,,,,,Im KFZ-Schein steht der nächste TÜV-Termin & auf dem Kennzeichen ein Siegel.Er darf nicht überzogen werden.,,,
,,,Nein,,,,,
,,,,,,,Ab dem 60. Lebensjahr muss eine besondere medizinische Eignungsprüfung bestanden werden.,
,,,,,Benutzung Taxistand Halten in zweiter Reihe Busspurmitbenutzungsrecht,,,
,,,,Wenn keine Beförderungsabsicht vorliegt.,,,,
,,Die AU is Bestandteil der HU deshalb also jährlich,,,,,,
,,,,,,Nur and den Bushaltestellen und nur wenn man dabei keinen Bus behindert,,
,,,,Der Fahrgast. Jeder zahlt für sich selbst.,,,,
,,,Ja,,,,,
,,,,,,,unnötige Lärmbelästigung vermeiden unnötiges Hin- & Herfahren unterlassen Motor nicht unnötig laufen lassen Türen leise schließen Abgasbelästigung vermeiden,
,,,,Motor nicht aufwärmen sofort losfahren Keine Kavalierstarts rechtzeitiges Schaltenvorausschauend fahren Schwung nutztenbei längerem Warten Motor abstellenEntfernen von Ballastregelmäßige Inspektion und Wartung empfohlenen Reifendruck einhalten,,,,
,,,Im Gewerbegebiet weil dort die Lärmgrenzwerte sehr hoch sind und es deshalb besonders nachts keine Probleme mit Anwohnern gibt,,,,,
,,16 mm,,,,,,
,,,,Andere Verkehrsteilnehmer warnenDie Ölspur beseitigen oder die Feuerwehr rufenDie Ursache für den Ölverlust beseitigen,,,,
,,,Eine rutschige Wasserschicht auf der Fahrbahn wodurch das Fahrzeug keine Brems- Lenkwirkung mehr hat,,,,,
,,,,,,Ölabscheider für die Kanalisation Entsorgungsmöglichkeiten für Spraydosen Altöl,,
,,,,Am besten fährt man das Auto in eine Waschstraße. Diese Anlagen fangen die Schadstoffe wie Öl Fett und Teere auf damit diese nicht in die Kanalisation gelangen,,,,
,,,,,,Bundesimmisionsschutzgesetz (BImSchG)Abfallgesetz (AbfG)Wasserhaushaltsgesetz (WHG),,
,,Emissionen sind die von Anlagen wie z.B. Betriebsstätten Maschinen Fahrzeugen ausgehendenLuftverunreinigungGeräusche/ErschütterungenLicht/Wärmestrahlung Und ähnliche Umwelteinwirkungen,,,,,,
,,,,Immissionen sind die LuftverunreinigungenGeräusche/ErschütterungenLicht/WärmestrahlenUnd ähnliche Umwelteinwirkungendie auf Menschen Tiere und Pflanzen Boden Wasser Atmosphäre einwirken.,,,,
,,,Das zuständige Gewerbeaufsichtsamt.,,,,,
,,,,,,Abschleppen ist nur zur Nothilfe erlaubtBeide Fahrzeuge müssen die Warnblinkleuchten einschalten Auf Autobahn nur bis zur nächsten Ausfahrt Kein Auffahren auf Autobahn Abschleppen nur bis zum nächsten sicheren Haltepunkt (Werkstatt),,
,,,,,Warnweste,,,
,,,Warmblinkanlage einschaltenSo weit wie möglich rechts haltenWarnweste anziehenWarndreieck aufstellen,,,,,
,,,,,,,Wo ist es passiert?Was ist passiert?Wie viele Verletzte?Welche Art der Verletzungen?Wer spricht? (Name),
,,,,,Es können Vermögensschäden geltend gemacht werden.Der Kunde kommt zum Beispiel zu spät zu einem Geschäftstermin und verliert dadurch den Auftrag.,,,
,,,,Um die Kosten eines Rechtstreits (Anwalt- & Gerichtskosten) abzudecken.,,,,
,,,Sie deckt alle Schäden die nicht durch die unmittelbare Benutzung des Fahrzeugs sondern durch andere betriebliche Umstände verursacht werden.,,,,,
,,,,,,Personenschäden beförderter Personen die nicht von einer Haftpflichtversicherung übernommen werden.,,
,,,,Kfz-Haftpflichtversicherunggesetzliche Unfallversicherung (UV) der Berufsgenossenschaft (Sozialversicherung),,,,
,,,Die BG gibt Unfallverhütungsvorschriften (UVV) heraus und überwacht deren Einhaltung.Bei Arbeitsunfällen zahlt sie Krankheitskosten ReHa-Kosten Unfallrenten,,,,,
,,,,,,Alle Kfz-Versicherungen Transportversicherung Betriebshaftpflichversicherung Gepäckversicherung,,
,,,,Berufsgenossenschaft für Transport und Verkehrswirtschaft Hamburg,,,,
,,,100%,,,,,
,,,,,,Doe zuständige Berufsgenossenschaft,,
,,Für Personenschäden 75 Mio. €Für Sachschäden 112 Mio. €Für Vermögensschäden 50.00000€,,,,,,
,,,,,Nein das ist unzulässig und nichtig,,,
,,,IHK Berufsgenossenschaft,,,,,
,,,,,Lebensversicherung Unfallversicherung Krankenversicherung Rechtschutzversicherung,,,
,,,,Verkäufer behält sich bis zur vollständigen Bezahlung des Kaufpreises das Eigentum vor.Der Käufer darf es nutzen und besitzen.,,,,
,,,,,,VerschuldungshaftungVertragshaftungGefährdungshaftung,,
,,,,Arbeitsentgelte Beitragsfuß: 46Gefahrenklasse: 497Beitragsberechnung/Formel: Arbeitsentgelte x Beitragsfuß x Gefahrenklasse : 1000,,,,
,,,Ja solange er keine Arbeitnehmer beschäftigt,,,,,
,,,,,,Nein,,
,,Nur die Kfz-Haftpflichtversicherung,,,,,,
,,,,,,,1,
,,,,,Durch das Arbeitszeitgesetz (ArbZG),,,
,,,,Arbeitnehmer,,,,
,,Arbeitgeber,,,,,,
,,,,,Wenn die tägliche Arbeitszeit von 8h überschritten wird. (2 Jahre aufbewahren),,,
,,,,,,,Arbeitszeit ist die Zeit von Beginn bis zum Ende der Arbeit ohne Ruhepausen.,
,,,,Arbeitszeit 6-9h = min. 30 Minuten Pause Arbeitszeit mehr als 9h = 45 Minuten Pause Ruhepausen können in Zeitabschnitten von min. 15 Minuten aufgeteilt werdenlänger als 6h hintereinander ohne Ruhepause ist verboten,,,,
,,,,,,Min. 11h Ruhezeit kann auf 10h verkürzt werden wenn innerhalb von 4 Wochen eine andere Ruhezeit auf min. 12h verlängert wird,,
,,,,,Es gibt keine Lenkzeitregelung für Fahrer von Pkw. Deshalb sind bis zu 10h Lenkzeit zulässigWenn im Durchschnitt 48h/Woche nicht überschritten werden.,,,
,,,,Für Fahrer von Fahrzeugen (Gütertransport) mit einem zulässigen Höchstgewicht von mehr als 35 Tonnen und Personenbeförderung mit mehr als 9 Sitzen.,,,,
,,,Arbeitnehmer der Nachtarbeit an min. 48 Tagen im Kalenderjahr leistet ist Nachtarbeitnehmer.,,,,,
,,,,,,23-6 Uhr Nachtarbeit ist jede Arbeit die mehr als 2 Stunden der Nachtzeit umfasst,,
,,,,Alle 3 Jahre arbeitsmedizinische Untersuchungen auf den Kosten des Arbeitgebers.Ab 50. Lebensjahr jedes Jahr,,,,
,,,Selbstfahrende Unternehmer,,,,,
,,,,,,Max. 2 Jahre Bei Arbeitnehmern die 52 Jahre / älter sind max. 5 Jahre.,,
,,,,vorübergehender BedarfVertretung Eigenart der Arbeit Gründe des Arbeitnehmers,,,,
,,,Beginn der Tätigkeit Probezeit & Kündigungszeittägliche Arbeitszeiten & PausenEntlohnung die Vergütung von Überstunden Zuschläge Urlaubsgeld Weihnachtsgeld Reisekosten Einsatzort TätigkeitsbeschreibungGeltung von TarifverträgenKündigungsfristen,,,,,
,,,,,muss tatsächlich mitarbeiten Vergütung muss angemessen seinSchriftlicher Arbeitsvertrag sollte vorliegen Sozialversicherung anmelden & bezahlen,,,
,,,,Nach 6 Monaten (sog. Wartezeit),,,,
,,,Vom Fahrer folgende Unterlagen:LohnsteuerbescheinigungSozialversicherungsausweisFührerschein PSchein Bankverbindung Unterlagen für vermögenswirksame Leistungen Lohnbuch und Arbeitszeitnachweise führen Bei SV (KV RV AV PV) anmelden SV-Beiträge zahlenBG-Beiträge zahlenArbeitsrecht & Sozialvorschriften einhalten,,,,,
,,24 Werktage 12 Tage am Stück ist muss,,,,,,
,,,,,Beim Ausscheiden eines Mitarbeiters kann Urlaub ausgezahlt werden.,,,
,,,,,,,Nein,
,,,,,6 Wochen vor & 8 Wochen nach Entbindung,,,
,,,,Vereinbarung zwischen Arbeitgeber und Betriebsrat etwa zu Arbeits- & Pausenzeit Urlaubsregelungen usw,,,,
,,,Kranken- Pflege- Renten- & Arbeitslosenversicherung Umlagen U1 U2 U3,,,,,
,,U1: Ausgleichsverfahren der Arbeitgeber-Aufwendungen bei Arbeitsunfähigkeit (Lohnfortzahlung bei Krankheit) betrifft nur Arbeitgeber mit bis zu 20 Arbeitnehmern (6 Wochen)U2: Ausgleichsverfahren der Arbeitgeber-Aufwendungen für Mutterschaftsleistungen betrifft grundsätzlich alle Arbeitnehmer.U3: Insolvenzgeldumlage Ausgleichsverfahren zu Finanzierung des Insolvenzgeldes.,,,,,,
,,,,KV: Krankenkasse PV: Pflegekasse RV: Bundes- und Landesversicherung Anstalt und Knappschaft AV: Arbeitsagentur (UV: Berufsgenossenschaft),,,,
,,,,,,Arbeitgeber und Arbeitnehmer je zur Hälfte UV: Arbeitgeber allein,,
,,,,KV: ja RV: nein,,,,
,,,Arbeitgeber muss im Krankheitsfall den Lohn bis zu 6 Wochen weiter zahlen.,,,,,
,,,,,,Krankmeldung unverzüglich.Bei Krankheit von mehr als 3 Tagen am darauffolgenden Tag eine Arbeitsunfähigkeitsbescheinigung vom Arzt,,
,,,,Arbeitnehmer zahlt keine Sozialversicherungsbeiträge für Minijobs bis man. 450€Arbeitgeber zahlt Abgabepauschale von 30% an Bundesknappschaft Essen 48128 Std/Monat 1203 Std/Woche Mindestlohn 935€ einhalten,,,,
,,Sozialversicherungsbeiträge Arbeitgeber ÜberstundenzuschlägeWeihnachts- & Urlaubsgeld Lohnfortzahlung bei Krankheit vermögenswirksame Leistungen Spesen,,,,,,
,,,,,Ausgleichsquittung damit wird bestätigtdass er gegen den Arbeitgeber keinerlei Forderungen mehr hatbspw. Resturlaub,,,
,,,,Die einseitige schriftliche Erklärung des Arbeitgebers oder Arbeitnehmers das Arbeitsverhältnis zu beenden,,,,
,,,Auch fristlose Kündigung genannt.Bei Vorliegen eines wichtigen Grundes aus dem das Arbeitsverhältnis nicht bis zum Ende der Kündigungsfrist fortgesetzt werden kann.,,,,,
,,,,,Dauer der BetriebszugehörigkeitLebensalter Unterhaltspflicht des Arbeitnehmers Schwerbehinderung,,,
,,Die die nicht PersonenbedingtVerhaltensbedingtBetriebsbedingtsind,,,,,,
,,,,,ständig krank,,,
,,,,ständig unpünktlich,,,,
,,,,,,,Wegfall des Arbeitsplatzes durch Auftragsmangel,
,,,,Innerhalb von 3 Wochen,,,,
,,,Grundkündigungsfrist:4 Wochen bis zum 15. eines Monats oder zum Monatsende Nach 2 Jahren Betriebszugehörigkeit: 1 Monat bis zum Monatsende Die Fristen gelten nur für Arbeitgeber Für Arbeitnehmer immer die Grundkündigungsfrist In der Probezeit: Kündigungsfrist 2 Wochen,,,,,
,,,,,05 Monatsverdienste für jedes Jahr des Bestehens des Arbeitsvertrags,,,
,,,,Schwerbehinderte nur mit Zustimmung des Integrationsamtes.Frauen während Schwangerschaft & Erziehungsurlaub unzulässig,,,,
,,,Bis zum 3. Schwangerschaftsmonat,,,,,
,,15 Sonntage im Jahr,,,,,,
,,,,Eine Bürgschaft ist das Versprechen eines Dritten gegenüber dem Gläubiger im Falle derNichterfülIung des Vertrages einzustehen.,,,,
,,,Finanzierung ist eine Bereitstellung von Geld auf Zeit (eine Kreditaufnahme bei Einer Bank),,,,,